tpep_pickup_datetime,PULocationID,DOLocationID,trip_distance,passenger_count,fare_amount,congestion_surcharge
2024-04-08 05:32:27,226,230,3.37,5,11.47,2.75
2024-04-15 06:54:58,143,134,3.61,2,13.36,2.75
2024-04-26 16:46:17,196,86,1.15,1,4.52,2.75
2024-04-06 17:03:26,179,43,0.77,1,5.68,2.75
2024-04-21 22:25:11,54,204,0.57,1,4.83,2.75
2024-04-27 20:08:10,196,18,2.36,1,6.73,0.0
2024-04-11 11:21:30,217,191,1.9,1,9.3,0.0
2024-04-20 11:42:37,25,223,3.44,2,14.21,2.75
2024-04-30 19:20:28,67,257,2.59,1,9.47,0.0
2024-04-03 19:25:26,163,15,2.25,1,7.12,2.75
2024-04-16 15:23:07,112,182,6.99,1,24.11,2.75
2024-04-09 08:20:02,206,34,3.9,1,13.14,0.0
2024-04-09 04:09:28,137,180,4.14,1,11.31,2.75
2024-04-18 00:58:55,165,2,2.18,1,8.55,2.75
2024-04-06 09:26:36,228,151,5.75,3,20.83,0.0
2024-04-13 05:06:27,127,110,1.08,1,4.14,2.75
2024-04-17 04:36:02,248,106,2.3,3,6.32,2.75
2024-04-23 05:13:40,36,255,0.67,1,3.79,2.75
2024-04-16 13:16:03,155,14,0.93,1,5.47,2.75
2024-04-26 20:24:55,145,144,0.8,1,6.22,2.75
2024-04-10 22:41:39,260,207,2.54,1,12.78,2.75
2024-04-29 04:46:25,19,107,4.68,1,14.76,0.0
2024-04-10 18:46:17,58,247,1.81,3,7.38,0.0
2024-04-18 19:24:28,263,223,0.59,2,4.27,2.75
2024-04-12 08:06:21,36,225,4.8,2,16.34,2.75
2024-04-20 23:15:45,211,75,1.31,1,3.0,2.75
2024-04-16 10:53:04,148,43,4.99,1,17.05,0.0
2024-04-18 04:23:52,102,133,0.53,1,7.33,2.75
2024-04-12 04:24:49,76,56,1.81,3,6.34,2.75
2024-04-19 10:38:46,68,208,3.9,1,13.5,2.75
2024-04-10 07:31:00,66,227,7.67,1,31.31,2.75
2024-04-07 18:30:09,222,104,5.41,5,20.19,0.0
2024-04-24 07:48:23,151,68,2.59,1,8.83,2.75
2024-04-26 08:02:20,68,250,4.94,1,15.01,2.75
2024-04-06 10:03:59,235,91,3.2,1,10.85,0.0
2024-04-28 02:26:29,203,26,6.38,1,18.17,0.0
2024-04-21 22:44:35,233,207,5.68,1,18.33,2.75
2024-04-11 00:42:52,163,252,13.53,2,45.24,2.75
2024-04-23 00:46:26,98,10,0.89,1,6.66,0.0
2024-04-25 20:25:18,9,98,1.96,1,7.38,2.75
2024-04-03 03:37:26,249,102,1.25,1,7.34,0.0
2024-04-07 23:05:16,227,136,3.99,1,15.62,2.75
2024-04-01 11:57:01,241,221,4.32,1,16.46,0.0
2024-04-05 09:50:59,75,32,1.3,3,7.03,2.75
2024-04-27 00:01:25,17,96,2.42,2,8.11,2.75
2024-04-05 20:49:54,51,176,3.73,1,14.75,0.0
2024-04-26 06:38:27,228,103,4.27,3,14.31,0.0
2024-04-11 18:10:41,194,187,0.88,1,4.84,2.75
2024-04-09 03:12:06,238,37,9.39,5,32.08,2.75
2024-04-10 22:32:34,157,210,0.62,3,6.92,0.0
2024-04-23 10:08:46,254,255,13.13,1,40.86,0.0
2024-04-27 23:44:41,118,131,1.83,1,8.54,0.0
2024-04-16 11:35:52,50,98,1.83,1,7.05,2.75
2024-04-18 18:02:35,52,33,2.57,2,6.23,2.75
2024-04-26 23:46:22,181,36,4.66,3,19.01,2.75
2024-04-13 01:17:11,31,237,1.11,1,6.69,0.0
2024-04-17 06:34:06,246,3,1.53,1,5.25,0.0
2024-04-06 02:47:17,90,131,11.91,1,38.94,2.75
2024-04-01 07:52:45,31,220,7.83,3,28.01,2.75
2024-04-16 07:45:09,102,182,1.34,1,5.04,2.75
2024-04-18 13:49:01,230,28,3.48,1,12.96,2.75
2024-04-30 13:28:51,97,26,1.3,1,6.81,2.75
2024-04-23 20:22:10,67,157,3.3,1,10.04,0.0
2024-04-22 13:40:13,192,10,2.09,1,7.55,2.75
2024-04-22 19:30:24,211,109,2.08,5,9.14,0.0
2024-04-29 12:10:15,137,96,4.03,3,14.87,2.75
2024-04-15 03:02:11,184,146,1.52,2,7.13,0.0
2024-04-19 14:05:19,56,181,2.31,1,11.83,0.0
2024-04-24 19:24:27,250,210,9.58,1,33.57,2.75
2024-04-17 12:30:00,60,145,5.43,1,19.41,0.0
2024-04-04 02:53:14,128,49,2.19,1,7.13,2.75
2024-04-30 18:00:19,205,154,1.42,1,7.95,2.75
2024-04-01 13:57:52,214,261,4.27,1,13.07,2.75
2024-04-13 04:44:46,127,44,6.27,1,19.52,2.75
2024-04-13 12:06:33,72,236,7.4,3,23.62,2.75
2024-04-06 15:02:40,216,121,3.41,2,11.32,2.75
2024-04-12 06:21:23,90,248,3.05,1,12.35,2.75
2024-04-09 13:36:16,233,7,4.95,1,18.3,0.0
2024-04-01 22:57:21,233,20,1.18,2,3.64,2.75
2024-04-21 16:40:19,63,184,7.19,1,25.17,0.0
2024-04-21 14:30:46,247,200,0.77,1,4.79,0.0
2024-04-19 09:12:01,135,254,3.73,4,10.52,2.75
2024-04-25 18:17:43,2,245,3.62,4,17.77,2.75
2024-04-18 06:37:49,161,64,1.8,1,7.53,0.0
2024-04-05 03:52:51,140,153,0.63,1,3.34,2.75
2024-04-15 00:55:10,202,17,4.93,3,15.82,0.0
2024-04-23 18:23:47,125,39,0.59,2,3.0,2.75
2024-04-29 19:46:30,82,153,1.19,2,6.56,2.75
2024-04-10 02:46:00,164,39,3.25,1,10.34,0.0
2024-04-20 02:59:46,240,187,10.35,3,33.25,0.0
2024-04-15 00:39:30,213,238,0.74,1,3.0,2.75
2024-04-25 20:08:01,149,157,3.53,1,15.5,2.75
2024-04-29 15:22:21,72,231,1.9,1,8.51,0.0
2024-04-10 05:10:40,103,194,4.37,1,14.17,2.75
2024-04-20 07:20:12,183,250,11.19,1,31.65,2.75
2024-04-30 10:27:30,184,2,1.59,4,5.08,2.75
2024-04-17 00:14:14,13,141,11.43,3,34.94,2.75
2024-04-01 23:12:56,232,182,7.66,1,24.22,2.75
2024-04-25 12:15:09,150,2,3.77,3,16.85,0.0
2024-04-01 10:01:20,263,170,5.47,1,19.46,2.75
2024-04-15 07:44:05,24,49,7.51,1,24.7,2.75
2024-04-23 21:14:07,189,44,6.19,1,21.8,0.0
2024-04-06 17:10:44,133,60,1.88,1,10.07,0.0
2024-04-19 16:41:11,50,199,6.36,1,22.94,2.75
2024-04-01 03:42:18,183,109,1.82,1,9.61,0.0
2024-04-07 22:49:37,26,65,7.56,1,25.09,2.75
2024-04-18 12:21:52,138,173,1.53,1,8.55,2.75
2024-04-20 22:33:51,11,98,3.47,2,7.33,2.75
2024-04-03 01:43:02,102,129,4.63,1,18.15,2.75
2024-04-29 01:39:54,11,87,2.44,1,9.38,0.0
2024-04-21 16:24:33,112,89,5.85,1,18.72,0.0
2024-04-06 03:17:33,94,229,9.58,2,31.99,0.0
2024-04-08 15:31:49,260,130,1.22,1,7.34,2.75
2024-04-23 16:33:44,258,132,0.62,1,9.32,2.75
2024-04-10 13:33:15,167,253,3.95,1,14.76,2.75
2024-04-12 11:51:27,209,110,3.73,1,12.79,2.75
2024-04-17 18:39:02,45,215,1.96,1,8.28,0.0
2024-04-29 09:43:45,205,204,5.89,2,21.25,2.75
2024-04-07 22:27:03,42,24,6.62,1,17.57,0.0
2024-04-18 22:02:11,100,93,1.91,2,8.8,2.75
2024-04-13 20:55:04,6,169,4.51,2,17.81,2.75
2024-04-20 08:37:55,42,28,4.1,1,14.33,2.75
2024-04-06 21:21:47,253,190,1.97,1,8.0,2.75
2024-04-11 18:58:00,76,63,12.67,3,37.67,0.0
2024-04-05 08:55:57,42,87,1.99,1,6.85,2.75
2024-04-12 17:16:07,217,7,3.89,4,12.71,0.0
2024-04-28 11:44:53,64,155,2.17,2,9.89,2.75
2024-04-30 13:19:00,179,20,0.54,1,5.59,0.0
2024-04-07 12:12:27,29,252,0.84,5,7.83,2.75
2024-04-02 12:39:40,216,50,1.43,1,7.5,2.75
2024-04-26 22:31:41,54,189,6.35,2,18.1,0.0
2024-04-28 11:18:55,80,67,2.54,4,12.75,2.75
2024-04-25 14:07:45,194,202,3.61,1,11.02,0.0
2024-04-13 14:57:59,200,99,10.58,1,34.21,0.0
2024-04-27 08:23:52,13,149,1.06,1,4.05,0.0
2024-04-18 15:37:23,222,160,7.43,1,24.41,2.75
2024-04-02 01:27:45,193,166,2.17,1,10.31,2.75
2024-04-23 17:23:59,240,28,1.94,1,8.83,2.75
2024-04-20 04:48:51,99,188,3.94,1,12.69,2.75
2024-04-04 03:13:24,220,198,8.51,1,29.37,0.0
2024-04-30 21:00:43,104,209,2.0,1,12.2,2.75
2024-04-02 12:05:09,65,258,5.52,1,19.18,0.0
2024-04-18 03:33:35,145,257,0.57,1,3.0,2.75
2024-04-30 11:16:50,38,233,3.92,1,16.01,2.75
2024-04-02 15:04:48,28,204,3.99,1,12.55,2.75
2024-04-14 00:22:32,237,73,3.34,2,12.41,0.0
2024-04-15 05:13:06,126,13,10.22,3,32.2,2.75
2024-04-22 10:09:22,85,71,10.27,1,36.64,2.75
2024-04-04 05:31:27,237,1,1.97,2,8.48,2.75
2024-04-13 14:35:01,246,159,2.63,1,9.23,0.0
2024-04-22 18:20:42,249,216,6.0,1,19.56,2.75
2024-04-23 05:32:39,205,195,7.0,2,18.49,2.75
2024-04-24 18:19:31,228,4,2.39,2,9.02,0.0
2024-04-16 08:39:42,240,253,2.0,4,9.09,2.75
2024-04-09 05:04:01,73,30,6.51,4,21.35,2.75
2024-04-06 03:53:35,159,106,2.16,1,6.93,0.0
2024-04-30 20:34:29,212,122,2.32,3,10.88,2.75
2024-04-17 15:29:05,136,196,1.01,1,5.52,2.75
2024-04-14 10:46:10,164,203,3.24,1,16.16,2.75
2024-04-23 04:19:20,137,260,1.88,1,6.79,0.0
2024-04-02 17:22:20,171,241,3.63,2,13.36,0.0
2024-04-12 11:57:57,152,53,2.58,1,9.8,2.75
2024-04-29 05:51:25,165,124,5.33,2,17.48,0.0
2024-04-01 22:09:54,104,88,1.64,1,9.04,0.0
2024-04-19 22:39:48,222,244,1.16,3,5.97,2.75
2024-04-08 05:22:22,129,45,4.75,1,17.07,2.75
2024-04-10 01:52:06,220,64,2.2,1,9.22,0.0
2024-04-29 11:58:02,173,186,3.4,1,14.42,0.0
2024-04-11 01:43:01,96,13,10.41,1,36.87,0.0
2024-04-03 16:45:27,52,209,2.82,4,9.43,0.0
2024-04-25 17:28:41,94,52,1.08,1,5.5,0.0
2024-04-11 02:26:51,64,107,2.45,1,10.73,2.75
2024-04-23 01:00:00,21,9,2.78,3,11.6,2.75
2024-04-22 09:14:29,106,112,5.58,1,20.99,2.75
2024-04-20 21:38:47,200,120,1.26,2,5.18,2.75
2024-04-04 20:44:22,100,67,1.99,1,8.17,2.75
2024-04-04 03:01:54,27,82,0.68,1,6.35,2.75
2024-04-25 19:51:14,245,202,4.74,1,15.69,0.0
2024-04-01 05:23:36,63,185,5.27,1,18.62,2.75
2024-04-25 10:20:24,38,157,2.64,2,8.68,2.75
2024-04-06 12:24:44,127,116,3.2,1,16.33,2.75
2024-04-26 18:08:17,71,114,5.35,1,18.86,0.0
2024-04-09 03:05:56,134,133,1.59,4,9.84,0.0
2024-04-23 02:18:23,253,248,3.77,1,13.89,2.75
2024-04-25 06:33:36,13,111,12.13,1,40.12,2.75
2024-04-01 19:07:15,174,232,4.25,2,15.88,2.75
2024-04-15 11:13:53,90,59,0.78,1,6.71,0.0
2024-04-17 19:34:07,207,261,1.7,1,9.26,2.75
2024-04-29 07:41:30,62,50,3.06,1,11.08,0.0
2024-04-24 02:18:27,39,103,0.76,1,4.19,2.75
2024-04-23 15:08:36,60,152,4.45,1,17.51,2.75
2024-04-10 20:24:58,105,21,4.22,1,18.89,2.75
2024-04-15 09:32:02,239,258,7.82,1,25.17,0.0
2024-04-14 13:54:50,127,211,2.93,1,10.08,0.0
2024-04-12 04:15:30,83,82,4.62,2,14.0,2.75
2024-04-27 02:13:06,220,10,1.2,1,7.24,0.0
2024-04-09 14:53:29,105,165,0.51,1,4.26,2.75
2024-04-23 09:09:24,74,151,1.16,1,6.06,2.75
2024-04-04 03:52:19,135,173,0.72,1,5.3,0.0
2024-04-06 04:55:04,62,65,2.45,1,10.63,2.75
2024-04-13 04:00:07,1,250,2.71,3,10.9,2.75
2024-04-24 03:50:34,79,118,4.12,1,15.94,2.75
2024-04-02 14:03:59,65,134,1.03,1,7.06,2.75
2024-04-11 02:58:46,183,18,1.35,2,7.99,2.75
2024-04-07 19:32:39,66,255,6.1,3,20.89,2.75
2024-04-28 17:40:12,208,168,3.51,5,13.33,0.0
2024-04-23 07:18:44,54,17,0.6,2,3.0,2.75
2024-04-18 02:00:19,221,10,7.1,2,22.55,2.75
2024-04-20 17:51:18,236,230,3.98,3,16.55,2.75
2024-04-08 21:50:29,100,31,1.22,1,4.6,2.75
2024-04-14 03:31:58,103,215,1.52,1,4.74,2.75
2024-04-25 10:32:39,182,151,3.32,2,13.75,2.75
2024-04-04 17:15:45,108,45,3.38,1,13.81,0.0
2024-04-11 00:42:05,12,207,6.23,1,21.53,2.75
2024-04-06 04:19:24,86,139,2.05,1,10.22,2.75
2024-04-01 23:05:00,214,214,3.29,1,8.94,0.0
2024-04-23 03:33:57,44,162,3.56,3,14.01,2.75
2024-04-18 07:53:32,78,203,3.36,4,11.99,2.75
2024-04-30 23:51:00,55,10,0.76,1,4.11,2.75
2024-04-15 17:13:55,71,76,2.35,1,11.38,2.75
2024-04-16 00:49:32,68,234,1.95,1,10.47,0.0
2024-04-22 02:29:05,180,233,17.76,1,54.4,2.75
2024-04-28 22:35:58,174,226,2.69,1,12.25,0.0
2024-04-12 15:45:26,169,217,2.5,1,12.61,2.75
2024-04-25 04:35:14,261,4,2.81,2,10.89,2.75
2024-04-01 07:46:44,125,149,9.31,1,30.62,2.75
2024-04-10 08:08:23,131,189,3.81,1,14.7,2.75
2024-04-07 01:37:32,234,94,2.23,1,7.49,2.75
2024-04-06 12:30:44,154,38,9.03,1,27.48,2.75
2024-04-17 03:24:49,125,76,9.8,2,37.02,2.75
2024-04-12 21:41:04,100,89,1.57,1,6.89,0.0
2024-04-19 07:32:10,53,2,2.25,1,5.81,2.75
2024-04-19 20:49:48,128,150,12.38,1,40.44,0.0
2024-04-02 16:42:19,14,94,3.23,1,13.5,0.0
2024-04-26 23:35:00,5,100,2.48,1,6.16,0.0
2024-04-14 05:36:07,250,259,1.26,1,5.37,2.75
2024-04-08 22:47:54,27,4,2.2,1,10.75,2.75
2024-04-11 08:39:10,125,78,3.99,1,15.74,2.75
2024-04-07 07:55:38,29,198,0.64,1,3.92,0.0
2024-04-29 07:53:06,3,165,0.8,1,3.0,2.75
2024-04-27 22:11:56,228,7,0.52,1,6.34,0.0
2024-04-19 06:15:24,137,1,1.36,1,4.24,2.75
2024-04-07 10:20:39,257,88,1.21,1,10.19,2.75
2024-04-18 23:48:16,240,180,7.16,1,25.2,2.75
2024-04-16 21:31:04,160,10,1.22,1,4.47,2.75
2024-04-08 20:48:26,6,134,4.29,1,14.81,0.0
2024-04-10 23:03:07,143,110,0.94,4,4.34,2.75
2024-04-14 13:00:25,181,125,3.65,2,13.71,2.75
2024-04-07 22:56:28,30,207,2.5,3,9.86,0.0
2024-04-09 19:02:54,253,140,2.34,1,11.12,2.75
2024-04-24 12:22:02,40,103,7.3,1,24.38,2.75
2024-04-30 15:17:38,187,111,1.14,1,5.67,0.0
2024-04-06 01:31:49,227,70,3.67,2,12.95,2.75
2024-04-09 07:04:56,220,110,6.54,1,23.83,0.0
2024-04-10 08:28:14,43,224,4.88,2,19.51,2.75
2024-04-04 01:09:29,144,224,14.83,1,44.73,2.75
2024-04-11 18:15:00,174,219,0.51,1,5.94,2.75
2024-04-30 15:09:14,247,239,8.05,2,29.38,0.0
2024-04-10 01:06:48,173,119,3.83,1,12.85,0.0
2024-04-19 09:42:23,41,214,0.51,3,3.67,2.75
2024-04-09 22:21:08,50,36,2.69,1,10.12,2.75
2024-04-18 23:09:11,180,256,5.61,4,20.38,0.0
2024-04-23 07:23:32,159,155,1.21,3,4.98,2.75
2024-04-02 23:00:59,37,42,4.47,1,18.21,2.75
2024-04-28 03:11:37,27,29,1.03,1,3.0,2.75
2024-04-28 20:49:37,256,183,6.19,1,20.88,0.0
2024-04-13 15:38:48,249,203,3.44,1,12.34,2.75
2024-04-03 07:17:21,181,49,0.62,3,3.18,2.75
2024-04-15 12:56:22,17,54,0.83,1,5.95,2.75
2024-04-21 20:59:01,125,222,7.48,1,25.05,2.75
2024-04-17 18:24:10,212,37,0.62,1,4.84,0.0
2024-04-09 10:44:06,237,205,1.74,1,8.55,2.75
2024-04-01 20:41:14,200,55,3.43,1,16.48,0.0
2024-04-28 14:21:04,181,223,1.34,1,11.08,2.75
2024-04-27 14:43:24,130,108,1.39,2,4.85,0.0
2024-04-21 23:41:58,121,206,5.74,1,17.44,2.75
2024-04-07 16:42:08,187,172,1.7,2,6.96,2.75
2024-04-29 04:08:12,227,90,0.64,2,3.0,2.75
2024-04-22 05:20:10,162,6,4.97,1,18.25,0.0
2024-04-28 04:33:23,112,171,11.3,1,36.16,2.75
2024-04-14 07:29:47,134,193,6.74,1,24.15,2.75
2024-04-19 21:01:50,186,244,3.28,1,12.15,0.0
2024-04-22 02:28:52,175,180,2.44,4,11.03,2.75
2024-04-25 11:07:20,261,248,9.57,3,32.79,2.75
2024-04-15 08:01:29,224,70,5.59,3,17.69,2.75
2024-04-29 16:16:57,252,221,3.46,1,9.21,2.75
2024-04-09 04:40:29,64,30,7.92,3,26.01,2.75
2024-04-21 03:19:55,124,119,3.72,1,12.73,2.75
2024-04-13 08:22:50,70,205,13.21,2,42.78,2.75
2024-04-15 02:02:33,238,222,7.34,1,25.38,2.75
2024-04-18 16:34:34,75,126,3.3,1,11.25,2.75
2024-04-11 01:30:03,10,55,9.47,2,32.19,2.75
2024-04-15 02:37:14,88,39,1.97,1,9.66,0.0
2024-04-06 05:04:41,50,262,4.72,1,14.44,0.0
2024-04-11 11:50:44,143,184,1.16,2,3.76,2.75
2024-04-06 12:58:40,59,8,8.4,1,28.8,2.75
2024-04-02 12:45:35,211,16,1.5,2,5.37,2.75
2024-04-17 20:11:37,72,64,10.92,1,38.14,2.75
2024-04-11 23:47:36,244,253,0.56,1,3.59,2.75
2024-04-30 21:40:28,239,11,4.51,1,17.71,2.75
2024-04-11 23:22:08,190,88,1.07,1,4.35,0.0
2024-04-17 07:46:15,50,211,5.66,1,18.27,2.75
2024-04-07 17:13:40,205,4,2.87,1,8.09,2.75
2024-04-02 05:18:14,54,131,8.91,1,28.37,2.75
2024-04-22 20:26:27,224,68,4.89,1,15.58,2.75
2024-04-07 19:21:25,156,9,5.62,1,16.37,2.75
2024-04-17 23:43:26,51,25,0.95,1,5.17,2.75
2024-04-20 02:08:05,241,65,0.86,1,7.8,2.75
2024-04-16 06:09:14,161,104,7.15,1,22.47,2.75
2024-04-10 10:47:40,129,66,1.4,1,6.21,0.0
2024-04-22 12:28:59,85,183,7.56,1,28.42,2.75
2024-04-26 01:18:45,69,173,1.04,2,6.39,2.75
2024-04-30 16:24:20,55,22,1.79,1,6.97,2.75
2024-04-15 04:32:54,85,42,9.74,4,29.24,2.75
2024-04-04 23:52:03,80,204,6.91,2,22.21,2.75
2024-04-12 18:33:52,220,155,0.7,5,3.0,0.0
2024-04-04 05:25:47,110,11,2.58,1,8.76,2.75
2024-04-29 01:40:37,253,78,8.92,1,28.48,2.75
2024-04-01 11:49:57,164,104,0.55,2,3.0,2.75
2024-04-11 01:51:10,103,137,0.9,1,3.0,2.75
2024-04-06 01:05:35,113,207,4.13,1,14.65,0.0
2024-04-21 18:48:42,252,251,0.89,1,4.06,2.75
2024-04-16 15:41:11,152,225,2.59,1,9.1,0.0
2024-04-02 00:09:38,251,57,2.98,1,11.43,2.75
2024-04-25 00:46:49,88,168,7.39,2,23.53,2.75
2024-04-29 09:37:00,100,173,11.54,1,37.59,0.0
2024-04-29 10:32:45,120,98,3.01,1,11.34,0.0
2024-04-17 16:19:55,204,260,3.0,1,11.14,2.75
2024-04-22 18:20:14,149,173,5.04,1,16.97,2.75
2024-04-03 18:07:58,201,174,1.25,1,4.4,0.0
2024-04-20 15:10:35,3,212,10.4,1,34.68,0.0
2024-04-01 11:56:56,68,195,0.5,1,5.74,2.75
2024-04-30 09:50:40,154,137,0.51,2,3.0,2.75
2024-04-16 10:49:56,182,83,3.94,1,15.05,2.75
2024-04-21 21:03:43,13,44,1.96,1,6.96,2.75
2024-04-15 07:09:43,189,207,2.28,1,6.71,2.75
2024-04-18 08:04:39,20,117,1.38,1,4.79,0.0
2024-04-17 19:15:45,10,5,2.33,1,7.12,2.75
2024-04-01 07:22:47,188,221,6.66,3,25.17,0.0
2024-04-13 20:41:24,19,114,4.71,1,15.7,0.0
2024-04-26 17:35:58,143,250,0.85,1,4.84,2.75
2024-04-07 07:54:08,103,90,0.7,1,6.13,2.75
2024-04-19 21:07:34,241,28,2.97,2,9.33,2.75
2024-04-06 08:09:25,152,32,5.08,1,16.13,0.0
2024-04-16 16:37:04,188,217,4.32,1,13.92,2.75
2024-04-28 00:07:41,210,71,7.49,1,22.97,2.75
2024-04-16 10:53:36,177,252,1.0,1,6.03,2.75
2024-04-21 16:27:17,194,30,3.76,4,16.78,2.75
2024-04-26 07:53:29,177,256,5.58,1,21.18,0.0
2024-04-13 04:14:51,66,159,10.22,2,29.79,2.75
2024-04-07 02:52:22,2,9,0.87,1,6.1,2.75
2024-04-03 17:52:25,60,156,1.46,1,9.48,2.75
2024-04-01 06:21:13,43,214,2.03,1,6.82,0.0
2024-04-16 07:54:07,93,154,3.22,1,9.39,2.75
2024-04-07 20:49:18,226,83,2.34,1,11.43,0.0
2024-04-20 15:30:28,63,101,7.41,3,24.59,2.75
2024-04-03 15:28:17,14,10,11.02,1,36.17,2.75
2024-04-08 10:11:41,28,180,0.75,1,4.77,0.0
2024-04-09 03:55:39,142,90,4.71,1,17.95,2.75
2024-04-15 06:39:08,108,129,0.92,5,5.94,2.75
2024-04-07 18:14:47,78,107,8.49,1,27.92,2.75
2024-04-20 19:37:18,247,107,1.04,1,6.54,2.75
2024-04-24 15:55:23,12,155,17.19,1,55.49,2.75
2024-04-12 15:51:10,184,232,2.45,1,10.31,0.0
2024-04-05 06:37:12,240,84,2.18,1,7.81,2.75
2024-04-03 19:42:41,263,76,3.59,3,13.48,2.75
2024-04-12 11:03:41,73,261,2.26,1,10.05,2.75
2024-04-03 19:27:01,68,230,1.44,3,7.17,2.75
2024-04-13 06:50:51,220,221,3.97,1,15.73,2.75
2024-04-21 15:41:17,47,181,5.06,1,18.96,2.75
2024-04-06 00:58:05,58,202,10.67,1,34.87,2.75
2024-04-29 05:31:17,24,118,2.34,1,8.87,0.0
2024-04-13 05:03:53,24,117,4.78,3,17.61,2.75
2024-04-11 16:44:13,64,197,6.78,1,19.1,0.0
2024-04-23 20:51:41,255,194,6.73,1,25.68,2.75
2024-04-20 12:55:20,148,104,0.62,1,8.52,2.75
2024-04-21 22:05:23,116,174,2.04,1,9.02,0.0
2024-04-23 20:15:44,98,103,0.55,4,4.08,2.75
2024-04-02 20:32:33,239,9,3.37,1,13.12,2.75
2024-04-22 04:35:27,93,164,7.51,1,26.83,0.0
2024-04-30 04:36:29,65,5,6.4,1,24.36,2.75
2024-04-11 21:42:31,174,89,6.34,4,23.35,2.75
2024-04-25 00:55:41,235,178,2.02,1,11.7,2.75
2024-04-15 14:27:13,167,27,0.67,1,6.08,0.0
2024-04-06 12:13:35,237,175,1.16,1,10.24,2.75
2024-04-11 03:30:11,7,161,4.39,2,17.17,2.75
2024-04-04 21:38:08,43,115,1.0,1,5.14,2.75
2024-04-25 14:12:35,153,97,0.97,4,3.0,2.75
2024-04-22 18:37:46,43,166,2.03,1,8.4,2.75
2024-04-26 02:09:17,213,136,0.85,1,5.39,0.0
2024-04-05 02:52:50,201,164,1.9,2,9.42,2.75
2024-04-28 14:59:16,155,202,12.74,1,40.17,2.75
2024-04-03 11:28:37,220,169,0.57,2,4.18,2.75
2024-04-21 16:19:01,153,136,6.71,2,18.76,0.0
2024-04-23 19:57:25,36,158,18.19,3,59.78,2.75
2024-04-16 05:26:30,226,227,2.51,1,12.67,2.75
2024-04-13 08:31:25,121,50,10.53,1,35.71,2.75
2024-04-03 21:26:15,9,2,1.56,1,8.13,0.0
2024-04-06 01:32:18,181,75,14.62,1,47.07,0.0
2024-04-26 17:56:55,21,247,7.42,2,24.89,0.0
2024-04-14 07:28:32,194,215,8.06,1,29.72,0.0
2024-04-10 08:02:40,26,230,0.99,1,4.47,2.75
2024-04-16 01:15:57,98,242,7.64,5,22.12,2.75
2024-04-18 19:31:49,219,188,10.45,1,34.58,2.75
2024-04-10 02:34:32,66,129,6.48,3,23.98,0.0
2024-04-24 11:03:55,111,97,0.84,1,5.17,0.0
2024-04-03 02:11:25,212,165,0.81,4,7.43,0.0
2024-04-20 15:12:35,171,177,2.05,1,12.11,2.75
2024-04-23 21:22:23,59,117,4.77,2,17.47,2.75
2024-04-24 22:49:56,30,210,0.54,1,8.17,2.75
2024-04-09 19:13:36,154,51,11.03,1,31.38,0.0
2024-04-13 03:16:21,2,64,3.11,4,10.08,2.75
2024-04-15 20:18:48,169,229,2.05,1,10.66,2.75
2024-04-16 06:02:38,214,237,3.38,2,14.1,0.0
2024-04-18 16:50:51,251,225,4.9,1,16.1,2.75
2024-04-23 01:01:54,31,117,1.62,1,7.18,2.75
2024-04-17 17:13:18,183,250,1.7,1,12.19,2.75
2024-04-10 07:01:54,189,70,2.71,1,13.32,0.0
2024-04-15 11:38:41,213,35,4.38,1,11.2,0.0
2024-04-19 14:20:12,127,44,4.79,1,16.2,0.0
2024-04-27 20:27:05,23,107,1.87,1,8.02,2.75
2024-04-27 20:17:54,18,229,1.86,1,10.01,2.75
2024-04-25 12:20:27,79,252,2.84,2,12.1,2.75
2024-04-25 15:32:32,34,44,3.23,2,14.54,0.0
2024-04-30 15:37:06,107,49,4.17,4,15.74,2.75
2024-04-01 19:03:27,199,60,3.87,1,14.67,2.75
2024-04-16 11:43:43,191,258,2.13,3,10.23,2.75
2024-04-01 23:25:35,232,65,1.73,1,6.64,2.75
2024-04-29 11:24:45,62,114,1.79,1,8.81,2.75
2024-04-08 03:28:20,42,259,4.13,1,18.29,2.75
2024-04-01 22:42:28,24,162,2.49,1,6.18,0.0
2024-04-08 22:46:19,163,164,1.0,1,6.4,2.75
2024-04-04 11:41:26,183,15,0.52,1,3.0,2.75
2024-04-22 22:05:59,95,37,0.61,5,5.9,2.75
2024-04-22 03:09:39,83,138,7.57,1,25.61,0.0
2024-04-20 04:23:37,93,46,2.64,1,12.3,2.75
2024-04-02 13:29:22,105,106,4.25,1,13.68,2.75
2024-04-23 07:56:24,85,81,9.76,1,30.9,2.75
2024-04-28 05:51:52,61,113,0.97,1,7.54,2.75
2024-04-13 08:02:31,208,208,2.58,2,12.75,2.75
2024-04-24 14:53:27,158,241,3.21,1,10.06,2.75
2024-04-11 02:03:35,69,89,6.95,5,22.49,2.75
2024-04-30 20:17:35,262,183,18.25,2,55.27,2.75
2024-04-25 19:29:41,234,255,4.85,1,18.91,2.75
2024-04-20 13:20:43,139,245,4.09,5,15.61,2.75
2024-04-15 04:57:28,231,99,9.35,3,31.9,2.75
2024-04-18 14:05:46,51,59,6.86,1,23.19,2.75
2024-04-24 18:56:48,239,73,7.51,1,20.75,2.75
2024-04-16 23:07:13,19,112,0.51,1,3.0,2.75
