datetime,city,season,weather_situation,temp,atemp,humidity,windspeed,casual,registered,cnt
2024-08-03 16:00:00,chennai,2,1,33.4,33.86,56.91,10.89,56,80,136
2024-08-03 17:00:00,chennai,2,1,32.1,32.82,62.0,11.14,45,121,166
2024-08-03 18:00:00,chennai,2,1,33.35,36.06,71.84,14.08,56,87,143
2024-08-03 19:00:00,chennai,2,2,32.55,34.3,70.12,12.15,22,44,66
2024-08-03 20:00:00,chennai,2,1,31.76,33.87,75.79,15.16,15,24,39
2024-08-03 21:00:00,chennai,2,1,29.93,30.53,75.44,12.74,7,13,20
2024-08-03 22:00:00,chennai,2,2,29.26,27.81,83.87,18.35,5,16,21
2024-08-03 23:00:00,chennai,2,2,29.11,30.09,74.03,12.82,9,17,26
2024-08-04 00:00:00,chennai,2,1,29.28,29.92,87.37,14.25,11,22,33
2024-08-04 01:00:00,chennai,2,1,25.29,27.14,87.51,11.94,15,26,41
2024-08-04 02:00:00,chennai,2,2,27.06,31.84,75.95,16.09,12,20,32
2024-08-04 03:00:00,chennai,2,1,27.89,30.09,84.81,15.32,13,26,39
2024-08-04 04:00:00,chennai,2,1,26.93,31.17,80.45,12.53,11,28,39
2024-08-04 05:00:00,chennai,2,1,30.75,32.82,76.04,11.62,18,30,48
2024-08-04 06:00:00,chennai,2,1,28.74,29.61,67.56,14.76,24,37,61
2024-08-04 07:00:00,chennai,2,1,30.42,32.26,69.53,24.34,28,49,77
2024-08-04 08:00:00,chennai,2,1,32.17,35.45,75.54,10.71,47,91,138
2024-08-04 09:00:00,chennai,2,1,31.83,35.16,73.48,18.03,48,98,146
2024-08-04 10:00:00,chennai,2,2,31.28,32.21,65.95,13.92,22,50,72
2024-08-04 11:00:00,chennai,2,1,33.81,35.57,69.01,13.73,28,49,77
2024-08-04 12:00:00,chennai,2,1,36.2,36.27,68.07,26.31,32,56,88
2024-08-04 13:00:00,chennai,2,1,34.96,37.28,63.11,14.66,44,69,113
2024-08-04 14:00:00,chennai,2,1,34.48,37.54,58.39,18.88,34,74,108
2024-08-04 15:00:00,chennai,2,2,36.47,38.01,64.55,13.61,37,68,105
2024-08-04 16:00:00,chennai,2,2,34.57,35.4,65.77,11.44,36,90,126
2024-08-04 17:00:00,chennai,2,1,33.72,35.58,68.3,15.93,55,110,165
2024-08-04 18:00:00,chennai,2,1,33.68,35.6,71.33,22.83,40,83,123
2024-08-04 19:00:00,chennai,2,2,33.46,35.04,62.6,19.2,31,45,76
2024-08-04 20:00:00,chennai,2,1,34.36,36.04,69.45,11.11,14,18,32
2024-08-04 21:00:00,chennai,2,2,31.46,32.78,65.1,11.91,5,12,17
2024-08-04 22:00:00,chennai,2,2,30.89,33.39,80.73,13.64,9,14,23
2024-08-04 23:00:00,chennai,2,1,28.06,30.3,78.01,14.24,10,17,27
2024-08-05 00:00:00,chennai,2,1,26.8,27.32,82.81,11.08,3,24,27
2024-08-05 01:00:00,chennai,2,2,27.71,28.2,74.28,11.31,3,27,30
2024-08-05 02:00:00,chennai,2,2,27.63,28.87,89.0,17.11,4,35,39
2024-08-05 03:00:00,chennai,2,2,26.34,28.58,75.69,16.55,6,37,43
2024-08-05 04:00:00,chennai,2,1,27.83,29.47,84.53,19.14,8,52,60
2024-08-05 05:00:00,chennai,2,2,29.15,30.01,79.66,23.51,6,34,40
2024-08-05 06:00:00,chennai,2,2,29.93,31.69,76.05,11.84,7,48,55
2024-08-05 07:00:00,chennai,2,2,31.07,32.24,73.24,19.82,22,95,117
2024-08-05 08:00:00,chennai,2,1,31.85,34.23,68.81,15.48,40,187,227
2024-08-05 09:00:00,chennai,2,3,31.93,33.76,75.89,25.82,17,100,117
2024-08-05 10:00:00,chennai,2,1,32.88,34.07,67.06,11.59,17,121,138
2024-08-05 11:00:00,chennai,2,1,32.89,34.62,58.58,11.57,6,47,53
2024-08-05 12:00:00,chennai,2,1,37.11,39.92,61.42,16.09,7,31,38
2024-08-05 13:00:00,chennai,2,1,35.38,36.31,62.98,23.18,6,35,41
2024-08-05 14:00:00,chennai,2,1,35.23,37.13,66.49,18.7,4,20,24
2024-08-05 15:00:00,chennai,2,1,34.25,35.68,59.32,16.49,11,46,57
2024-08-05 16:00:00,chennai,2,2,38.49,40.41,60.65,12.45,20,119,139
2024-08-05 17:00:00,chennai,2,3,33.04,33.89,65.05,16.33,29,103,132
2024-08-05 18:00:00,chennai,2,1,32.99,34.6,71.37,18.07,13,252,265
2024-08-05 19:00:00,chennai,2,2,33.03,35.64,62.57,17.0,11,115,126
2024-08-05 20:00:00,chennai,2,1,32.22,32.78,74.53,15.65,13,41,54
2024-08-05 21:00:00,chennai,2,2,31.61,31.78,72.27,10.24,4,25,29
2024-08-05 22:00:00,chennai,2,1,31.67,31.88,75.38,15.39,3,18,21
2024-08-05 23:00:00,chennai,2,1,29.28,29.61,89.08,13.25,7,28,35
2024-08-06 00:00:00,chennai,2,1,26.77,28.86,79.68,26.29,4,22,26
2024-08-06 01:00:00,chennai,2,2,27.33,27.42,85.43,14.67,5,21,26
2024-08-06 02:00:00,chennai,2,2,27.87,29.07,85.59,14.69,8,39,47
2024-08-06 03:00:00,chennai,2,2,30.12,32.24,75.76,35.63,10,39,49
2024-08-06 04:00:00,chennai,2,1,26.36,28.28,71.43,10.49,8,37,45
2024-08-06 05:00:00,chennai,2,2,30.11,31.23,83.18,11.62,11,46,57
2024-08-06 06:00:00,chennai,2,2,29.72,31.41,71.58,15.34,7,47,54
2024-08-06 07:00:00,chennai,2,1,31.47,33.08,66.27,11.89,21,96,117
2024-08-06 08:00:00,chennai,2,1,31.38,32.65,77.13,12.12,33,192,225
2024-08-06 09:00:00,chennai,2,3,31.52,32.81,64.31,21.16,19,109,128
2024-08-06 10:00:00,chennai,2,1,34.4,38.14,63.14,14.33,9,120,129
2024-08-06 11:00:00,chennai,2,1,35.11,37.42,74.8,10.54,8,51,59
2024-08-06 12:00:00,chennai,2,1,36.13,40.11,55.04,11.86,6,34,40
2024-08-06 13:00:00,chennai,2,1,35.35,36.35,56.06,10.4,4,12,16
2024-08-06 14:00:00,chennai,2,1,34.78,36.2,59.7,14.06,5,29,34
2024-08-06 15:00:00,chennai,2,1,33.49,33.66,61.14,10.95,7,38,45
2024-08-06 16:00:00,chennai,2,1,35.95,36.64,58.87,19.73,26,94,120
2024-08-06 17:00:00,chennai,2,2,34.84,38.24,59.14,14.31,22,225,247
2024-08-06 18:00:00,chennai,2,2,32.34,33.32,74.55,10.31,30,200,230
2024-08-06 19:00:00,chennai,2,2,31.89,35.31,70.73,11.79,29,120,149
2024-08-06 20:00:00,chennai,2,1,30.94,31.2,74.93,14.79,10,25,35
2024-08-06 21:00:00,chennai,2,2,28.69,29.13,73.9,12.04,1,26,27
2024-08-06 22:00:00,chennai,2,1,28.52,29.68,78.45,13.6,3,16,19
2024-08-06 23:00:00,chennai,2,1,27.31,28.75,83.74,22.0,7,30,37
2024-08-07 00:00:00,chennai,2,1,27.54,29.96,75.68,12.15,8,33,41
2024-08-07 01:00:00,chennai,2,1,26.75,28.7,82.98,12.05,9,27,36
2024-08-07 02:00:00,chennai,2,1,25.55,26.63,85.48,18.57,5,39,44
2024-08-07 03:00:00,chennai,2,3,30.06,31.43,89.38,11.92,3,22,25
2024-08-07 04:00:00,chennai,2,2,29.54,30.72,90.4,10.41,3,47,50
2024-08-07 05:00:00,chennai,2,1,27.74,28.32,79.42,11.0,7,38,45
2024-08-07 06:00:00,chennai,2,1,29.83,30.44,82.69,24.86,11,52,63
2024-08-07 07:00:00,chennai,2,4,30.97,33.49,61.24,23.54,6,17,23
2024-08-07 08:00:00,chennai,2,1,32.93,32.6,79.76,11.27,52,171,223
2024-08-07 09:00:00,chennai,2,2,31.55,34.67,65.78,14.03,49,168,217
2024-08-07 10:00:00,chennai,2,1,34.81,35.97,65.79,10.74,12,96,108
2024-08-07 11:00:00,chennai,2,3,33.67,34.4,67.13,15.61,5,24,29
2024-08-07 12:00:00,chennai,2,1,33.36,35.6,62.57,11.02,7,32,39
2024-08-07 13:00:00,chennai,2,1,36.23,39.22,63.32,10.26,6,27,33
2024-08-07 14:00:00,chennai,2,1,37.05,39.67,69.94,18.71,3,20,23
2024-08-07 15:00:00,chennai,2,3,38.47,40.47,60.42,11.97,5,19,24
2024-08-07 16:00:00,chennai,2,2,33.52,36.11,57.91,10.57,17,111,128
2024-08-07 17:00:00,chennai,2,1,35.17,34.95,74.0,18.98,42,211,253
2024-08-07 18:00:00,chennai,2,1,33.01,33.99,69.63,17.19,52,183,235
2024-08-07 19:00:00,chennai,2,2,33.48,34.06,79.02,15.76,32,92,124
2024-08-07 20:00:00,chennai,2,3,29.74,32.46,76.32,22.11,2,14,16
2024-08-07 21:00:00,chennai,2,2,28.95,30.07,67.97,13.36,4,20,24
2024-08-07 22:00:00,chennai,2,1,28.57,30.91,80.23,10.69,3,15,18
2024-08-07 23:00:00,chennai,2,1,28.77,30.8,74.15,10.32,6,21,27
2024-08-08 00:00:00,chennai,2,1,27.27,27.9,80.7,11.92,9,32,41
2024-08-08 01:00:00,chennai,2,1,28.43,29.34,81.28,10.45,5,29,34
2024-08-08 02:00:00,chennai,2,1,28.73,31.53,73.91,13.83,8,47,55
2024-08-08 03:00:00,chennai,2,1,28.36,29.08,77.6,10.07,7,37,44
2024-08-08 04:00:00,chennai,2,1,29.98,31.6,91.69,12.93,8,40,48
2024-08-08 05:00:00,chennai,2,3,29.17,29.89,80.26,10.98,6,26,32
2024-08-08 06:00:00,chennai,2,1,28.04,29.23,76.12,12.3,11,75,86
2024-08-08 07:00:00,chennai,2,2,32.1,33.55,83.65,15.62,31,95,126
2024-08-08 08:00:00,chennai,2,1,30.77,31.49,70.02,12.16,15,244,259
2024-08-08 09:00:00,chennai,2,1,33.63,34.17,68.95,12.09,22,224,246
2024-08-08 10:00:00,chennai,2,2,35.39,37.17,71.95,33.42,21,97,118
2024-08-08 11:00:00,chennai,2,1,34.88,35.53,62.93,16.34,8,48,56
2024-08-08 12:00:00,chennai,2,2,33.17,33.86,59.61,13.61,4,30,34
2024-08-08 13:00:00,chennai,2,1,34.26,34.82,51.07,14.33,4,17,21
2024-08-08 14:00:00,chennai,2,4,37.09,38.51,57.32,14.84,1,2,3
2024-08-08 15:00:00,chennai,2,1,35.16,37.6,57.61,10.12,11,43,54
2024-08-08 16:00:00,chennai,2,2,35.06,38.07,64.13,10.42,11,103,114
2024-08-08 17:00:00,chennai,2,1,35.24,36.01,61.88,15.24,53,224,277
2024-08-08 18:00:00,chennai,2,2,34.34,37.99,77.79,12.27,43,181,224
2024-08-08 19:00:00,chennai,2,1,32.87,33.37,64.12,10.29,15,138,153
2024-08-08 20:00:00,chennai,2,1,31.25,33.83,79.0,11.77,9,48,57
2024-08-08 21:00:00,chennai,2,2,30.09,30.87,75.69,10.7,6,24,30
2024-08-08 22:00:00,chennai,2,1,30.53,31.16,81.03,22.4,5,16,21
2024-08-08 23:00:00,chennai,2,2,29.34,30.09,82.8,11.13,3,17,20
2024-08-09 00:00:00,chennai,2,1,27.73,29.17,69.57,10.78,4,34,38
2024-08-09 01:00:00,chennai,2,3,28.93,31.01,81.6,14.92,4,12,16
2024-08-09 02:00:00,chennai,2,1,27.35,29.52,80.69,13.69,6,33,39
2024-08-09 03:00:00,chennai,2,2,26.61,27.17,75.99,14.29,2,41,43
2024-08-09 04:00:00,chennai,2,1,27.13,27.64,82.96,12.86,7,45,52
2024-08-09 05:00:00,chennai,2,1,27.5,28.08,87.65,13.15,11,43,54
2024-08-09 06:00:00,chennai,2,1,29.17,30.56,63.63,17.54,4,46,50
2024-08-09 07:00:00,chennai,2,1,31.95,33.24,71.92,11.24,18,96,114
2024-08-09 08:00:00,chennai,2,1,30.53,31.08,65.77,12.53,32,204,236
2024-08-09 09:00:00,chennai,2,1,32.76,34.53,69.77,25.83,31,179,210
2024-08-09 10:00:00,chennai,2,2,32.71,36.47,65.37,11.05,13,87,100
2024-08-09 11:00:00,chennai,2,2,34.02,35.01,61.9,11.74,9,43,52
2024-08-09 12:00:00,chennai,2,2,33.15,34.22,66.79,11.06,5,30,35
2024-08-09 13:00:00,chennai,2,1,35.1,37.16,70.52,10.1,7,30,37
2024-08-09 14:00:00,chennai,2,2,35.27,36.21,75.31,11.57,3,18,21
2024-08-09 15:00:00,chennai,2,1,36.01,38.18,58.64,10.24,10,39,49
2024-08-09 16:00:00,chennai,2,1,35.23,36.01,54.24,10.84,22,125,147
2024-08-09 17:00:00,chennai,2,1,32.89,36.22,67.72,12.25,23,237,260
2024-08-09 18:00:00,chennai,2,2,34.8,36.65,75.05,10.1,25,205,230
2024-08-09 19:00:00,chennai,2,2,32.79,33.67,73.48,16.99,13,125,138
2024-08-09 20:00:00,chennai,2,3,31.74,32.65,80.03,17.94,4,34,38
2024-08-09 21:00:00,chennai,2,3,30.45,31.44,73.46,12.65,1,11,12
2024-08-09 22:00:00,chennai,2,2,28.88,31.75,73.95,30.89,2,23,25
2024-08-09 23:00:00,chennai,2,1,28.93,29.16,79.65,15.68,4,24,28
2024-08-10 00:00:00,chennai,2,1,28.61,29.44,79.01,16.81,14,21,35
2024-08-10 01:00:00,chennai,2,1,25.54,26.48,84.97,11.07,10,26,36
2024-08-10 02:00:00,chennai,2,1,26.85,28.34,86.85,19.08,11,24,35
2024-08-10 03:00:00,chennai,2,2,27.33,28.56,86.9,24.51,19,29,48
2024-08-10 04:00:00,chennai,2,2,28.34,28.35,83.21,11.35,18,35,53
2024-08-10 05:00:00,chennai,2,1,30.1,31.2,80.3,15.8,14,40,54
2024-08-10 06:00:00,chennai,2,1,28.57,29.97,80.97,16.87,18,34,52
2024-08-10 07:00:00,chennai,2,3,29.87,30.74,64.77,11.82,14,25,39
2024-08-10 08:00:00,chennai,2,2,30.88,33.07,73.05,13.22,52,91,143
2024-08-10 09:00:00,chennai,2,1,31.57,33.99,69.67,10.51,64,74,138
2024-08-10 10:00:00,chennai,2,2,33.08,34.5,68.07,10.95,25,55,80
2024-08-10 11:00:00,chennai,2,1,35.25,36.98,64.49,10.32,39,58,97
2024-08-10 12:00:00,chennai,2,1,33.7,33.04,65.5,14.11,32,59,91
2024-08-10 13:00:00,chennai,2,1,35.88,36.96,59.47,14.91,43,72,115
2024-08-10 14:00:00,chennai,2,1,33.46,35.96,67.65,22.39,35,74,109
2024-08-10 15:00:00,chennai,2,1,34.69,35.77,64.71,13.91,43,94,137
2024-08-10 16:00:00,chennai,2,2,34.57,35.33,64.09,11.51,32,81,113
2024-08-10 17:00:00,chennai,2,1,36.34,40.12,61.44,10.31,37,96,133
2024-08-10 18:00:00,chennai,2,2,33.17,36.49,71.08,20.81,49,78,127
2024-08-10 19:00:00,chennai,2,1,29.89,31.86,70.45,13.26,24,49,73
2024-08-10 20:00:00,chennai,2,1,29.1,31.74,68.22,16.68,19,21,40
2024-08-10 21:00:00,chennai,2,2,30.51,29.78,74.3,10.07,10,21,31
2024-08-10 22:00:00,chennai,2,1,30.24,30.95,80.15,13.35,11,18,29
2024-08-10 23:00:00,chennai,2,1,29.12,30.15,81.83,11.97,12,22,34
2024-08-11 00:00:00,chennai,2,1,28.24,29.5,83.1,10.15,9,25,34
2024-08-11 01:00:00,chennai,2,1,29.03,30.04,82.12,17.47,8,22,30
2024-08-11 02:00:00,chennai,2,1,26.85,25.8,87.13,13.6,12,30,42
2024-08-11 03:00:00,chennai,2,2,28.71,30.6,87.85,12.03,17,22,39
2024-08-11 04:00:00,chennai,2,2,26.08,28.12,84.35,18.19,16,23,39
2024-08-11 05:00:00,chennai,2,1,27.59,30.69,76.13,12.96,17,20,37
2024-08-11 06:00:00,chennai,2,1,27.33,28.04,71.71,10.02,13,42,55
2024-08-11 07:00:00,chennai,2,1,30.13,30.76,71.87,24.45,26,68,94
2024-08-11 08:00:00,chennai,2,1,31.44,30.26,81.77,11.48,53,86,139
2024-08-11 09:00:00,chennai,2,1,32.67,33.88,70.82,18.88,44,96,140
2024-08-11 10:00:00,chennai,2,1,33.57,35.98,77.63,18.48,32,52,84
2024-08-11 11:00:00,chennai,2,1,33.22,34.1,64.33,10.89,27,55,82
2024-08-11 12:00:00,chennai,2,2,34.74,38.38,62.05,13.21,30,64,94
2024-08-11 13:00:00,chennai,2,1,33.57,34.81,61.97,10.21,27,78,105
2024-08-11 14:00:00,chennai,2,1,37.14,38.78,61.54,12.19,41,87,128
2024-08-11 15:00:00,chennai,2,2,35.0,35.14,58.47,16.56,45,76,121
2024-08-11 16:00:00,chennai,2,1,34.38,36.16,57.6,11.35,43,100,143
2024-08-11 17:00:00,chennai,2,2,36.24,35.76,67.44,10.62,48,87,135
2024-08-11 18:00:00,chennai,2,2,32.01,34.2,72.27,13.54,33,77,110
2024-08-11 19:00:00,chennai,2,2,31.18,33.41,81.64,13.85,21,45,66
2024-08-11 20:00:00,chennai,2,1,30.18,33.04,69.83,15.63,9,21,30
2024-08-11 21:00:00,chennai,2,1,30.38,30.86,72.82,17.12,9,14,23
2024-08-11 22:00:00,chennai,2,1,30.02,31.68,73.14,15.95,12,18,30
2024-08-11 23:00:00,chennai,2,1,29.56,31.62,84.7,19.33,14,17,31
2024-08-12 00:00:00,chennai,2,3,31.12,33.06,84.74,11.26,3,11,14
2024-08-12 01:00:00,chennai,2,2,24.94,25.57,77.27,14.22,6,29,35
2024-08-12 02:00:00,chennai,2,2,28.23,27.34,77.49,12.23,8,25,33
2024-08-12 03:00:00,chennai,2,1,26.97,28.81,86.42,26.37,9,44,53
2024-08-12 04:00:00,chennai,2,2,27.33,28.68,82.58,12.9,7,31,38
2024-08-12 05:00:00,chennai,2,1,27.93,28.86,82.86,26.06,9,39,48
2024-08-12 06:00:00,chennai,2,2,28.41,30.67,72.59,17.33,10,51,61
2024-08-12 07:00:00,chennai,2,1,32.49,33.94,65.2,16.34,21,121,142
2024-08-12 08:00:00,chennai,2,2,32.51,32.69,67.63,13.38,28,170,198
2024-08-12 09:00:00,chennai,2,1,32.56,32.13,72.85,12.93,27,198,225
2024-08-12 10:00:00,chennai,2,1,35.12,35.49,77.56,13.74,16,112,128
2024-08-12 11:00:00,chennai,2,2,32.51,36.41,62.78,11.74,10,37,47
2024-08-12 12:00:00,chennai,2,2,33.37,35.59,74.72,21.74,3,27,30
2024-08-12 13:00:00,chennai,2,2,32.75,34.44,66.49,17.91,4,21,25
2024-08-12 14:00:00,chennai,2,3,34.66,35.98,55.03,18.08,2,12,14
2024-08-12 15:00:00,chennai,2,1,35.56,36.81,63.41,12.84,4,53,57
2024-08-12 16:00:00,chennai,2,3,35.09,37.75,67.66,10.37,15,63,78
2024-08-12 17:00:00,chennai,2,2,34.51,35.52,52.8,15.75,21,230,251
2024-08-12 18:00:00,chennai,2,1,31.81,33.88,70.22,12.35,26,209,235
2024-08-12 19:00:00,chennai,2,2,33.5,34.65,75.28,20.22,16,93,109
2024-08-12 20:00:00,chennai,2,1,31.79,35.23,73.99,17.58,10,36,46
2024-08-12 21:00:00,chennai,2,1,31.34,33.59,74.28,10.79,5,26,31
2024-08-12 22:00:00,chennai,2,2,27.23,29.97,76.14,14.6,5,28,33
2024-08-12 23:00:00,chennai,2,1,29.05,29.96,77.91,15.89,8,30,38
2024-08-13 00:00:00,chennai,2,1,26.61,29.17,74.78,14.2,4,28,32
2024-08-13 01:00:00,chennai,2,1,27.16,28.35,78.22,13.61,9,27,36
2024-08-13 02:00:00,chennai,2,1,28.14,29.75,79.92,11.29,6,31,37
2024-08-13 03:00:00,chennai,2,1,27.75,30.88,82.23,11.35,6,34,40
2024-08-13 04:00:00,chennai,2,1,27.01,27.47,77.88,17.31,3,41,44
2024-08-13 05:00:00,chennai,2,1,28.68,30.38,74.73,10.09,13,51,64
2024-08-13 06:00:00,chennai,2,1,27.66,29.6,80.8,17.55,12,57,69
2024-08-13 07:00:00,chennai,2,2,31.85,33.87,76.44,13.74,19,120,139
2024-08-13 08:00:00,chennai,2,2,31.25,32.3,69.3,23.76,27,188,215
2024-08-13 09:00:00,chennai,2,2,33.88,37.46,71.94,39.61,54,160,214
2024-08-13 10:00:00,chennai,2,1,32.87,33.07,64.73,15.45,16,130,146
2024-08-13 11:00:00,chennai,2,2,33.7,36.66,65.24,12.66,8,42,50
2024-08-13 12:00:00,chennai,2,2,34.05,36.76,68.21,13.22,4,25,29
2024-08-13 13:00:00,chennai,2,1,36.42,39.82,59.32,11.14,6,25,31
2024-08-13 14:00:00,chennai,2,2,34.65,34.56,56.14,10.52,1,17,18
2024-08-13 15:00:00,chennai,2,1,36.14,36.77,61.62,14.32,10,44,54
2024-08-13 16:00:00,chennai,2,1,34.51,37.5,56.52,18.19,27,92,119
2024-08-13 17:00:00,chennai,2,1,31.96,31.58,63.54,11.52,13,227,240
2024-08-13 18:00:00,chennai,2,1,32.82,32.71,65.6,12.72,26,231,257
2024-08-13 19:00:00,chennai,2,2,31.12,32.13,57.09,14.05,20,91,111
2024-08-13 20:00:00,chennai,2,1,31.54,33.23,74.65,21.92,7,39,46
2024-08-13 21:00:00,chennai,2,1,29.04,32.13,73.67,10.75,4,20,24
2024-08-13 22:00:00,chennai,2,1,30.61,31.93,82.91,11.35,5,22,27
2024-08-13 23:00:00,chennai,2,3,28.56,29.45,80.15,22.54,2,12,14
2024-08-14 00:00:00,chennai,2,1,27.82,29.63,84.34,10.2,7,24,31
2024-08-14 01:00:00,chennai,2,2,28.42,30.39,87.61,15.34,7,29,36
2024-08-14 02:00:00,chennai,2,1,28.66,30.6,81.34,15.1,5,49,54
2024-08-14 03:00:00,chennai,2,3,27.61,28.93,81.66,12.42,6,25,31
2024-08-14 04:00:00,chennai,2,2,27.11,26.66,72.79,13.16,6,35,41
2024-08-14 05:00:00,chennai,2,1,26.54,27.13,85.27,19.65,10,48,58
2024-08-14 06:00:00,chennai,2,1,28.68,31.6,76.27,10.9,14,55,69
2024-08-14 07:00:00,chennai,2,1,29.72,31.41,69.56,11.32,29,96,125
2024-08-14 08:00:00,chennai,2,1,31.63,32.81,75.7,13.59,35,192,227
2024-08-14 09:00:00,chennai,2,1,32.12,34.74,58.51,12.64,44,186,230
2024-08-14 10:00:00,chennai,2,1,34.33,34.7,64.85,14.27,11,100,111
2024-08-14 11:00:00,chennai,2,1,33.59,34.87,69.47,22.68,5,36,41
2024-08-14 12:00:00,chennai,2,1,34.9,36.53,61.15,22.45,4,27,31
2024-08-14 13:00:00,chennai,2,1,36.78,37.84,58.75,11.31,6,23,29
2024-08-14 14:00:00,chennai,2,1,35.91,37.51,59.92,11.8,6,18,24
2024-08-14 15:00:00,chennai,2,2,35.29,36.6,52.29,10.88,15,35,50
2024-08-14 16:00:00,chennai,2,2,34.24,34.34,66.92,23.14,22,93,115
2024-08-14 17:00:00,chennai,2,1,33.57,35.25,64.31,12.54,51,197,248
2024-08-14 18:00:00,chennai,2,4,32.48,32.65,65.64,12.99,3,38,41
2024-08-14 19:00:00,chennai,2,1,31.89,33.55,68.07,18.11,9,145,154
2024-08-14 20:00:00,chennai,2,1,32.41,35.28,72.07,13.6,6,54,60
2024-08-14 21:00:00,chennai,2,2,30.2,31.42,77.86,10.64,2,19,21
2024-08-14 22:00:00,chennai,2,2,27.88,28.21,76.74,12.88,2,10,12
2024-08-14 23:00:00,chennai,2,1,30.79,32.17,72.26,14.98,6,20,26
2024-08-15 00:00:00,chennai,2,2,28.42,29.09,83.54,16.35,4,22,26
2024-08-15 01:00:00,chennai,2,2,25.95,28.04,84.15,15.18,4,29,33
2024-08-15 02:00:00,chennai,2,1,26.97,28.32,83.03,10.63,7,34,41
2024-08-15 03:00:00,chennai,2,2,27.77,30.98,87.04,11.81,4,31,35
2024-08-15 04:00:00,chennai,2,1,30.08,32.74,80.81,16.61,6,40,46
2024-08-15 05:00:00,chennai,2,1,27.34,28.69,84.63,20.61,7,44,51
2024-08-15 06:00:00,chennai,2,1,30.67,32.89,84.04,10.24,13,61,74
2024-08-15 07:00:00,chennai,2,1,32.14,33.25,77.5,10.22,8,111,119
2024-08-15 08:00:00,chennai,2,2,30.75,32.28,68.26,15.16,10,199,209
2024-08-15 09:00:00,chennai,2,2,32.2,33.34,68.76,13.97,22,188,210
2024-08-15 10:00:00,chennai,2,1,32.26,34.52,73.19,10.84,22,104,126
2024-08-15 11:00:00,chennai,2,1,34.08,37.02,57.44,13.97,5,50,55
2024-08-15 12:00:00,chennai,2,1,34.92,37.22,61.38,28.34,9,28,37
2024-08-15 13:00:00,chennai,2,2,36.16,38.58,60.63,14.98,6,25,31
2024-08-15 14:00:00,chennai,2,1,36.81,39.23,57.67,12.98,6,28,34
2024-08-15 15:00:00,chennai,2,2,34.47,36.52,66.71,18.79,8,36,44
2024-08-15 16:00:00,chennai,2,2,32.6,32.96,65.22,11.2,25,122,147
2024-08-15 17:00:00,chennai,2,1,34.3,37.5,61.37,12.67,39,183,222
2024-08-15 18:00:00,chennai,2,1,33.85,37.16,70.03,13.75,51,188,239
2024-08-15 19:00:00,chennai,2,1,32.83,34.1,68.62,13.51,24,96,120
2024-08-15 20:00:00,chennai,2,1,31.11,32.24,67.55,22.69,9,45,54
2024-08-15 21:00:00,chennai,2,1,30.61,32.73,71.02,11.73,7,22,29
2024-08-15 22:00:00,chennai,2,2,31.32,33.37,79.18,10.29,4,25,29
2024-08-15 23:00:00,chennai,2,1,29.13,30.43,83.77,22.41,3,21,24
2024-08-16 00:00:00,chennai,2,1,27.59,27.84,78.23,11.22,2,24,26
2024-08-16 01:00:00,chennai,2,1,27.04,28.84,84.38,12.38,5,42,47
2024-08-16 02:00:00,chennai,2,2,27.3,29.35,89.91,13.78,6,22,28
2024-08-16 03:00:00,chennai,2,1,29.6,31.83,75.36,28.62,5,32,37
2024-08-16 04:00:00,chennai,2,3,27.82,29.67,82.44,13.83,4,20,24
2024-08-16 05:00:00,chennai,2,1,28.65,29.88,83.22,12.97,9,49,58
2024-08-16 06:00:00,chennai,2,1,28.92,31.42,76.52,14.38,6,59,65
2024-08-16 07:00:00,chennai,2,3,31.78,33.35,80.78,27.67,11,70,81
2024-08-16 08:00:00,chennai,2,1,33.85,34.89,82.99,18.52,26,214,240
2024-08-16 09:00:00,chennai,2,1,33.08,34.4,71.13,10.93,32,214,246
2024-08-16 10:00:00,chennai,2,2,33.6,33.35,65.83,18.13,13,110,123
2024-08-16 11:00:00,chennai,2,2,34.37,35.69,69.81,19.2,11,51,62
2024-08-16 12:00:00,chennai,2,1,32.1,34.29,67.55,15.87,6,26,32
2024-08-16 13:00:00,chennai,2,1,36.26,38.1,49.75,15.35,4,23,27
2024-08-16 14:00:00,chennai,2,1,35.66,38.68,61.99,12.91,1,28,29
2024-08-16 15:00:00,chennai,2,2,35.88,37.11,60.37,15.13,4,48,52
2024-08-16 16:00:00,chennai,2,2,34.11,36.1,65.32,16.69,24,109,133
2024-08-16 17:00:00,chennai,2,1,33.87,36.16,63.96,10.66,31,246,277
2024-08-16 18:00:00,chennai,2,1,33.01,36.85,66.57,11.49,28,225,253
2024-08-16 19:00:00,chennai,2,1,33.76,35.41,65.1,11.08,27,147,174
2024-08-16 20:00:00,chennai,2,1,31.05,31.5,75.67,19.2,6,45,51
2024-08-16 21:00:00,chennai,2,2,32.96,35.31,82.86,15.7,1,24,25
2024-08-16 22:00:00,chennai,2,2,30.02,33.38,72.76,13.0,2,17,19
2024-08-16 23:00:00,chennai,2,2,27.14,28.32,72.09,18.75,3,23,26
2024-08-17 00:00:00,chennai,2,1,27.88,30.22,80.76,16.31,15,31,46
2024-08-17 01:00:00,chennai,2,2,26.85,29.58,81.52,22.24,13,22,35
2024-08-17 02:00:00,chennai,2,3,24.87,27.38,87.85,10.4,7,13,20
2024-08-17 03:00:00,chennai,2,1,29.56,31.18,75.51,13.56,17,31,48
